Calendar year	D14C in per mil
-1971.5	24.2
-1970.5	24.1
-1969.5	24
-1968.5	23.9
-1967.5	23.8
-1966.5	23.7
-1965.5	23.6
-1964.5	23.5
-1963.5	23.4
-1962.5	23.4
-1961.5	23.3
-1960.5	23.2
-1959.5	23.2
-1958.5	23.1
-1957.5	23.1
-1956.5	23.1
-1955.5	23
-1954.5	23
-1953.5	23.1
-1952.5	23.1
-1951.5	23.2
-1950.5	23.3
-1949.5	23.3
-1948.5	23.4
-1947.5	23.4
-1946.5	23.4
-1945.5	23.5
-1944.5	23.5
-1943.5	23.6
-1942.5	23.7
-1941.5	23.8
-1940.5	23.9
-1939.5	23.9
-1938.5	24
-1937.5	24.1
-1936.5	24.2
-1935.5	24.3
-1934.5	24.3
-1933.5	24.2
-1932.5	24.1
-1931.5	24
-1930.5	23.9
-1929.5	23.9
-1928.5	23.8
-1927.5	23.8
-1926.5	23.7
-1925.5	23.6
-1924.5	23.6
-1923.5	23.6
-1922.5	23.6
-1921.5	23.6
-1920.5	23.6
-1919.5	23.6
-1918.5	23.6
-1917.5	23.6
-1916.5	23.7
-1915.5	23.7
-1914.5	23.7
-1913.5	23.6
-1912.5	23.5
-1911.5	23.5
-1910.5	23.4
-1909.5	23.4
-1908.5	23.3
-1907.5	23.2
-1906.5	23.2
-1905.5	23.1
-1904.5	23.1
-1903.5	23
-1902.5	22.9
-1901.5	22.8
-1900.5	22.7
-1899.5	22.7
-1898.5	22.7
-1897.5	22.6
-1896.5	22.6
-1895.5	22.6
-1894.5	22.7
-1893.5	22.8
-1892.5	22.9
-1891.5	23
-1890.5	23.1
-1889.5	23.2
-1888.5	23.4
-1887.5	23.6
-1886.5	23.8
-1885.5	24
-1884.5	24.3
-1883.5	24.6
-1882.5	25
-1881.5	25.3
-1880.5	25.6
-1879.5	26
-1878.5	26.3
-1877.5	26.6
-1876.5	26.9
-1875.5	27.2
-1874.5	27.5
-1873.5	27.6
-1872.5	27.7
-1871.5	27.8
-1870.5	27.9
-1869.5	28
-1868.5	28.1
-1867.5	28.2
-1866.5	28.3
-1865.5	28.4
-1864.5	28.4
-1863.5	28.4
-1862.5	28.4
-1861.5	28.4
-1860.5	28.4
-1859.5	28.4
-1858.5	28.3
-1857.5	28.2
-1856.5	28.2
-1855.5	28.1
-1854.5	28
-1853.5	27.8
-1852.5	27.6
-1851.5	27.4
-1850.5	27.2
-1849.5	26.9
-1848.5	26.6
-1847.5	26.2
-1846.5	25.8
-1845.5	25.5
-1844.5	25.1
-1843.5	24.6
-1842.5	24.1
-1841.5	23.6
-1840.5	23.1
-1839.5	22.7
-1838.5	22.3
-1837.5	21.9
-1836.5	21.5
-1835.5	21.1
-1834.5	20.9
-1833.5	20.8
-1832.5	20.7
-1831.5	20.6
-1830.5	20.5
-1829.5	20.5
-1828.5	20.6
-1827.5	20.6
-1826.5	20.6
-1825.5	20.7
-1824.5	20.7
-1823.5	20.6
-1822.5	20.5
-1821.5	20.5
-1820.5	20.4
-1819.5	20.4
-1818.5	20.4
-1817.5	20.4
-1816.5	20.4
-1815.5	20.4
-1814.5	20.4
-1813.5	20.5
-1812.5	20.5
-1811.5	20.6
-1810.5	20.7
-1809.5	20.7
-1808.5	20.6
-1807.5	20.6
-1806.5	20.6
-1805.5	20.5
-1804.5	20.4
-1803.5	20.1
-1802.5	19.8
-1801.5	19.5
-1800.5	19.2
-1799.5	18.9
-1798.5	18.6
-1797.5	18.2
-1796.5	17.8
-1795.5	17.5
-1794.5	17.2
-1793.5	16.9
-1792.5	16.6
-1791.5	16.4
-1790.5	16.1
-1789.5	15.9
-1788.5	15.8
-1787.5	15.6
-1786.5	15.4
-1785.5	15.3
-1784.5	15.2
-1783.5	15.3
-1782.5	15.4
-1781.5	15.5
-1780.5	15.6
-1779.5	15.7
-1778.5	15.8
-1777.5	16
-1776.5	16.2
-1775.5	16.3
-1774.5	16.5
-1773.5	16.7
-1772.5	16.9
-1771.5	17.1
-1770.5	17.3
-1769.5	17.4
-1768.5	17.5
-1767.5	17.6
-1766.5	17.7
-1765.5	17.8
-1764.5	17.8
-1763.5	17.7
-1762.5	17.6
-1761.5	17.4
-1760.5	17.4
-1759.5	17.3
-1758.5	17.2
-1757.5	17.1
-1756.5	17
-1755.5	16.9
-1754.5	16.9
-1753.5	17
-1752.5	17.1
-1751.5	17.2
-1750.5	17.3
-1749.5	17.4
-1748.5	17.6
-1747.5	17.8
-1746.5	18
-1745.5	18.2
-1744.5	18.4
-1743.5	18.7
-1742.5	19
-1741.5	19.2
-1740.5	19.5
-1739.5	19.7
-1738.5	19.9
-1737.5	20.1
-1736.5	20.4
-1735.5	20.6
-1734.5	20.8
-1733.5	20.9
-1732.5	21
-1731.5	21.1
-1730.5	21.2
-1729.5	21.3
-1728.5	21.3
-1727.5	21.2
-1726.5	21.2
-1725.5	21.2
-1724.5	21.1
-1723.5	20.9
-1722.5	20.7
-1721.5	20.5
-1720.5	20.3
-1719.5	20
-1718.5	19.7
-1717.5	19.3
-1716.5	18.9
-1715.5	18.6
-1714.5	18.2
-1713.5	17.7
-1712.5	17.2
-1711.5	16.7
-1710.5	16.2
-1709.5	15.8
-1708.5	15.4
-1707.5	15.1
-1706.5	14.7
-1705.5	14.3
-1704.5	14.1
-1703.5	14.1
-1702.5	14.1
-1701.5	14.1
-1700.5	14.1
-1699.5	14.2
-1698.5	14.5
-1697.5	14.7
-1696.5	14.9
-1695.5	15.2
-1694.5	15.5
-1693.5	15.8
-1692.5	16.1
-1691.5	16.5
-1690.5	16.8
-1689.5	17.1
-1688.5	17.4
-1687.5	17.8
-1686.5	18.1
-1685.5	18.4
-1684.5	18.5
-1683.5	18.6
-1682.5	18.7
-1681.5	18.8
-1680.5	18.9
-1679.5	18.8
-1678.5	18.7
-1677.5	18.6
-1676.5	18.5
-1675.5	18.4
-1674.5	18.2
-1673.5	18
-1672.5	17.8
-1671.5	17.6
-1670.5	17.4
-1669.5	17.2
-1668.5	17.2
-1667.5	17.1
-1666.5	16.9
-1665.5	16.9
-1664.5	16.9
-1663.5	17
-1662.5	17.1
-1661.5	17.3
-1660.5	17.4
-1659.5	17.5
-1658.5	17.6
-1657.5	17.6
-1656.5	17.6
-1655.5	17.7
-1654.5	17.6
-1653.5	17.5
-1652.5	17.3
-1651.5	17.1
-1650.5	17
-1649.5	16.8
-1648.5	16.7
-1647.5	16.5
-1646.5	16.3
-1645.5	16.2
-1644.5	16.1
-1643.5	16.1
-1642.5	16.1
-1641.5	16.1
-1640.5	16.1
-1639.5	16.1
-1638.5	16.2
-1637.5	16.2
-1636.5	16.3
-1635.5	16.4
-1634.5	16.4
-1633.5	16.3
-1632.5	16.3
-1631.5	16.3
-1630.5	16.2
-1629.5	16.2
-1628.5	16.3
-1627.5	16.4
-1626.5	16.6
-1625.5	16.6
-1624.5	16.8
-1623.5	17
-1622.5	17.1
-1621.5	17.3
-1620.5	17.5
-1619.5	17.6
-1618.5	17.7
-1617.5	17.8
-1616.5	17.9
-1615.5	18
-1614.5	18.2
-1613.5	18.5
-1612.5	18.9
-1611.5	19.2
-1610.5	19.5
-1609.5	19.8
-1608.5	20
-1607.5	20.1
-1606.5	20.3
-1605.5	20.5
-1604.5	20.6
-1603.5	20.5
-1602.5	20.5
-1601.5	20.4
-1600.5	20.3
-1599.5	20.3
-1598.5	20.4
-1597.5	20.5
-1596.5	20.6
-1595.5	20.7
-1594.5	20.7
-1593.5	20.8
-1592.5	20.8
-1591.5	20.8
-1590.5	20.9
-1589.5	20.7
-1588.5	20.3
-1587.5	19.9
-1586.5	19.5
-1585.5	19.1
-1584.5	18.7
-1583.5	18.3
-1582.5	17.9
-1581.5	17.5
-1580.5	17.1
-1579.5	16.8
-1578.5	16.5
-1577.5	16.3
-1576.5	16.1
-1575.5	15.8
-1574.5	15.6
-1573.5	15.5
-1572.5	15.3
-1571.5	15.1
-1570.5	15
-1569.5	14.8
-1568.5	14.7
-1567.5	14.6
-1566.5	14.5
-1565.5	14.4
-1564.5	14.3
-1563.5	14.4
-1562.5	14.4
-1561.5	14.4
-1560.5	14.5
-1559.5	14.5
-1558.5	14.6
-1557.5	14.6
-1556.5	14.6
-1555.5	14.7
-1554.5	14.6
-1553.5	14.3
-1552.5	14.1
-1551.5	13.8
-1550.5	13.5
-1549.5	13.4
-1548.5	13.3
-1547.5	13.2
-1546.5	13.2
-1545.5	13.1
-1544.5	13.1
-1543.5	13.1
-1542.5	13.1
-1541.5	13.2
-1540.5	13.2
-1539.5	13.1
-1538.5	12.8
-1537.5	12.5
-1536.5	12.2
-1535.5	11.9
-1534.5	11.9
-1533.5	12.2
-1532.5	12.4
-1531.5	12.6
-1530.5	12.9
-1529.5	13.2
-1528.5	13.4
-1527.5	13.8
-1526.5	14.1
-1525.5	14.3
-1524.5	14.4
-1523.5	14.3
-1522.5	14.2
-1521.5	14.1
-1520.5	14
-1519.5	13.9
-1518.5	13.9
-1517.5	13.9
-1516.5	13.8
-1515.5	13.8
-1514.5	13.8
-1513.5	13.7
-1512.5	13.6
-1511.5	13.5
-1510.5	13.4
-1509.5	13.4
-1508.5	13.5
-1507.5	13.7
-1506.5	13.8
-1505.5	13.9
-1504.5	14.1
-1503.5	14.4
-1502.5	14.7
-1501.5	15
-1500.5	15.3
-1499.5	15.6
-1498.5	16
-1497.5	16.4
-1496.5	16.9
-1495.5	17.3
-1494.5	17.6
-1493.5	17.9
-1492.5	18.1
-1491.5	18.3
-1490.5	18.6
-1489.5	18.7
-1488.5	18.6
-1487.5	18.6
-1486.5	18.6
-1485.5	18.5
-1484.5	18.4
-1483.5	18.1
-1482.5	17.8
-1481.5	17.4
-1480.5	17.1
-1479.5	16.8
-1478.5	16.5
-1477.5	16.1
-1476.5	15.8
-1475.5	15.5
-1474.5	15.2
-1473.5	14.9
-1472.5	14.7
-1471.5	14.5
-1470.5	14.2
-1469.5	14
-1468.5	13.9
-1467.5	13.7
-1466.5	13.5
-1465.5	13.4
-1464.5	13.3
-1463.5	13.3
-1462.5	13.2
-1461.5	13.2
-1460.5	13.2
-1459.5	13.2
-1458.5	13.3
-1457.5	13.3
-1456.5	13.3
-1455.5	13.4
-1454.5	13.5
-1453.5	13.6
-1452.5	13.7
-1451.5	13.8
-1450.5	13.8
-1449.5	13.9
-1448.5	14
-1447.5	14.1
-1446.5	14.2
-1445.5	14.3
-1444.5	14.3
-1443.5	14.3
-1442.5	14.3
-1441.5	14.3
-1440.5	14.3
-1439.5	14.3
-1438.5	14.4
-1437.5	14.4
-1436.5	14.5
-1435.5	14.6
-1434.5	14.7
-1433.5	14.9
-1432.5	15.1
-1431.5	15.3
-1430.5	15.5
-1429.5	15.7
-1428.5	15.9
-1427.5	16.1
-1426.5	16.2
-1425.5	16.4
-1424.5	16.5
-1423.5	16.5
-1422.5	16.5
-1421.5	16.5
-1420.5	16.5
-1419.5	16.5
-1418.5	16.6
-1417.5	16.7
-1416.5	16.8
-1415.5	16.9
-1414.5	17
-1413.5	17.3
-1412.5	17.5
-1411.5	17.8
-1410.5	18.1
-1409.5	18.3
-1408.5	18.5
-1407.5	18.6
-1406.5	18.8
-1405.5	19
-1404.5	19.1
-1403.5	19.1
-1402.5	19.1
-1401.5	19.1
-1400.5	19.1
-1399.5	19.1
-1398.5	19.1
-1397.5	19.1
-1396.5	19
-1395.5	19
-1394.5	19.1
-1393.5	19.2
-1392.5	19.4
-1391.5	19.5
-1390.5	19.6
-1389.5	19.8
-1388.5	19.8
-1387.5	19.9
-1386.5	20.1
-1385.5	20.1
-1384.5	20.2
-1383.5	20.3
-1382.5	20.4
-1381.5	20.4
-1380.5	20.5
-1379.5	20.5
-1378.5	20.6
-1377.5	20.6
-1376.5	20.7
-1375.5	20.8
-1374.5	20.9
-1373.5	21
-1372.5	21.1
-1371.5	21.3
-1370.5	21.4
-1369.5	21.5
-1368.5	21.6
-1367.5	21.6
-1366.5	21.6
-1365.5	21.7
-1364.5	21.6
-1363.5	21.4
-1362.5	21.2
-1361.5	21
-1360.5	20.8
-1359.5	20.5
-1358.5	20.2
-1357.5	19.9
-1356.5	19.6
-1355.5	19.3
-1354.5	19
-1353.5	18.8
-1352.5	18.6
-1351.5	18.4
-1350.5	18.2
-1349.5	18
-1348.5	17.8
-1347.5	17.6
-1346.5	17.4
-1345.5	17.2
-1344.5	16.9
-1343.5	16.6
-1342.5	16.2
-1341.5	15.8
-1340.5	15.5
-1339.5	15.1
-1338.5	14.6
-1337.5	14.1
-1336.5	13.6
-1335.5	13.1
-1334.5	12.6
-1333.5	12.3
-1332.5	12
-1331.5	11.7
-1330.5	11.4
-1329.5	11.2
-1328.5	11.1
-1327.5	11.1
-1326.5	11
-1325.5	10.9
-1324.5	11
-1323.5	11.1
-1322.5	11.2
-1321.5	11.3
-1320.5	11.4
-1319.5	11.5
-1318.5	11.6
-1317.5	11.6
-1316.5	11.6
-1315.5	11.7
-1314.5	11.6
-1313.5	11.5
-1312.5	11.4
-1311.5	11.3
-1310.5	11.2
-1309.5	11.1
-1308.5	11.2
-1307.5	11.2
-1306.5	11.3
-1305.5	11.4
-1304.5	11.5
-1303.5	11.7
-1302.5	11.9
-1301.5	12.1
-1300.5	12.3
-1299.5	12.4
-1298.5	12.5
-1297.5	12.6
-1296.5	12.6
-1295.5	12.7
-1294.5	12.7
-1293.5	12.6
-1292.5	12.5
-1291.5	12.4
-1290.5	12.3
-1289.5	12.3
-1288.5	12.3
-1287.5	12.2
-1286.5	12.2
-1285.5	12.2
-1284.5	12.2
-1283.5	12.3
-1282.5	12.3
-1281.5	12.4
-1280.5	12.5
-1279.5	12.5
-1278.5	12.6
-1277.5	12.7
-1276.5	12.7
-1275.5	12.8
-1274.5	12.8
-1273.5	12.7
-1272.5	12.6
-1271.5	12.5
-1270.5	12.4
-1269.5	12.3
-1268.5	12.2
-1267.5	12.1
-1266.5	12
-1265.5	11.9
-1264.5	12
-1263.5	12.2
-1262.5	12.4
-1261.5	12.6
-1260.5	12.8
-1259.5	13
-1258.5	13.3
-1257.5	13.5
-1256.5	13.7
-1255.5	14
-1254.5	14
-1253.5	13.9
-1252.5	13.8
-1251.5	13.6
-1250.5	13.5
-1249.5	13.3
-1248.5	13
-1247.5	12.8
-1246.5	12.6
-1245.5	12.3
-1244.5	12.1
-1243.5	11.8
-1242.5	11.6
-1241.5	11.4
-1240.5	11.1
-1239.5	10.9
-1238.5	10.8
-1237.5	10.7
-1236.5	10.5
-1235.5	10.4
-1234.5	10.4
-1233.5	10.5
-1232.5	10.6
-1231.5	10.7
-1230.5	10.8
-1229.5	10.9
-1228.5	10.9
-1227.5	10.9
-1226.5	10.8
-1225.5	10.8
-1224.5	10.8
-1223.5	10.9
-1222.5	11
-1221.5	11.1
-1220.5	11.2
-1219.5	11.2
-1218.5	11.3
-1217.5	11.4
-1216.5	11.5
-1215.5	11.6
-1214.5	11.8
-1213.5	11.9
-1212.5	12.1
-1211.5	12.2
-1210.5	12.3
-1209.5	12.5
-1208.5	12.7
-1207.5	12.9
-1206.5	13
-1205.5	13.2
-1204.5	13.2
-1203.5	13
-1202.5	12.9
-1201.5	12.7
-1200.5	12.5
-1199.5	12.3
-1198.5	12.2
-1197.5	12.1
-1196.5	12
-1195.5	11.9
-1194.5	11.9
-1193.5	12.1
-1192.5	12.2
-1191.5	12.4
-1190.5	12.6
-1189.5	12.8
-1188.5	12.9
-1187.5	13
-1186.5	13.1
-1185.5	13.2
-1184.5	13.2
-1183.5	13
-1182.5	12.8
-1181.5	12.5
-1180.5	12.3
-1179.5	12
-1178.5	11.8
-1177.5	11.4
-1176.5	11.1
-1175.5	10.8
-1174.5	10.6
-1173.5	10.5
-1172.5	10.3
-1171.5	10.1
-1170.5	10
-1169.5	9.8
-1168.5	9.7
-1167.5	9.6
-1166.5	9.5
-1165.5	9.4
-1164.5	9.3
-1163.5	9.2
-1162.5	9.2
-1161.5	9.1
-1160.5	9
-1159.5	9
-1158.5	9.1
-1157.5	9.2
-1156.5	9.3
-1155.5	9.4
-1154.5	9.4
-1153.5	9.4
-1152.5	9.4
-1151.5	9.3
-1150.5	9.3
-1149.5	9.2
-1148.5	8.9
-1147.5	8.7
-1146.5	8.5
-1145.5	8.2
-1144.5	7.8
-1143.5	7.3
-1142.5	6.7
-1141.5	6.1
-1140.5	5.6
-1139.5	5.2
-1138.5	4.9
-1137.5	4.7
-1136.5	4.4
-1135.5	4.1
-1134.5	4.1
-1133.5	4.3
-1132.5	4.5
-1131.5	4.8
-1130.5	5
-1129.5	5.2
-1128.5	5.5
-1127.5	5.8
-1126.5	6.1
-1125.5	6.4
-1124.5	6.5
-1123.5	6.7
-1122.5	6.8
-1121.5	6.8
-1120.5	7
-1119.5	7
-1118.5	7.2
-1117.5	7.2
-1116.5	7.3
-1115.5	7.5
-1114.5	7.6
-1113.5	7.8
-1112.5	8
-1111.5	8.1
-1110.5	8.3
-1109.5	8.4
-1108.5	8.5
-1107.5	8.5
-1106.5	8.5
-1105.5	8.6
-1104.5	8.5
-1103.5	8.4
-1102.5	8.2
-1101.5	8
-1100.5	7.9
-1099.5	7.7
-1098.5	7.5
-1097.5	7.2
-1096.5	7
-1095.5	6.8
-1094.5	6.7
-1093.5	6.6
-1092.5	6.5
-1091.5	6.4
-1090.5	6.3
-1089.5	6.3
-1088.5	6.2
-1087.5	6.2
-1086.5	6.1
-1085.5	6
-1084.5	6
-1083.5	5.8
-1082.5	5.8
-1081.5	5.7
-1080.5	5.5
-1079.5	5.4
-1078.5	5.3
-1077.5	5.2
-1076.5	5.1
-1075.5	5
-1074.5	4.9
-1073.5	4.8
-1072.5	4.7
-1071.5	4.6
-1070.5	4.5
-1069.5	4.3
-1068.5	4.2
-1067.5	4.1
-1066.5	4
-1065.5	3.9
-1064.5	3.7
-1063.5	3.5
-1062.5	3.3
-1061.5	3.2
-1060.5	3
-1059.5	2.9
-1058.5	2.8
-1057.5	2.8
-1056.5	2.7
-1055.5	2.6
-1054.5	2.7
-1053.5	2.9
-1052.5	3
-1051.5	3.2
-1050.5	3.4
-1049.5	3.6
-1048.5	3.7
-1047.5	3.9
-1046.5	4
-1045.5	4.1
-1044.5	4.2
-1043.5	4.2
-1042.5	4.2
-1041.5	4.1
-1040.5	4.1
-1039.5	4
-1038.5	3.9
-1037.5	3.8
-1036.5	3.6
-1035.5	3.5
-1034.5	3.3
-1033.5	3.2
-1032.5	3.1
-1031.5	3
-1030.5	2.9
-1029.5	2.8
-1028.5	2.7
-1027.5	2.6
-1026.5	2.5
-1025.5	2.4
-1024.5	2.4
-1023.5	2.3
-1022.5	2.2
-1021.5	2.2
-1020.5	2.1
-1019.5	2.1
-1018.5	2.1
-1017.5	2.1
-1016.5	2.1
-1015.5	2.1
-1014.5	2.2
-1013.5	2.3
-1012.5	2.5
-1011.5	2.6
-1010.5	2.7
-1009.5	2.9
-1008.5	3
-1007.5	3.1
-1006.5	3.2
-1005.5	3.3
-1004.5	3.5
-1003.5	3.6
-1002.5	3.8
-1001.5	4
-1000.5	4.1
-999.5	4.2
-998.5	4.3
-997.5	4.3
-996.5	4.4
-995.5	4.5
-994.5	4.5
-993.5	4.4
-992.5	4.3
-991.5	4.2
-990.5	4.1
-989.5	4
-988.5	3.9
-987.5	3.8
-986.5	3.6
-985.5	3.5
-984.5	3.3
-983.5	3.2
-982.5	3
-981.5	2.8
-980.5	2.7
-979.5	2.6
-978.5	2.7
-977.5	2.7
-976.5	2.7
-975.5	2.8
-974.5	2.9
-973.5	3.1
-972.5	3.3
-971.5	3.6
-970.5	3.8
-969.5	4
-968.5	4
-967.5	4.2
-966.5	4.2
-965.5	4.4
-964.5	4.3
-963.5	4
-962.5	3.7
-961.5	3.4
-960.5	3.1
-959.5	2.8
-958.5	2.4
-957.5	2
-956.5	1.7
-955.5	1.3
-954.5	1
-953.5	0.7
-952.5	0.5
-951.5	0.3
-950.5	0
-949.5	-0.2
-948.5	-0.3
-947.5	-0.4
-946.5	-0.5
-945.5	-0.6
-944.5	-0.7
-943.5	-0.7
-942.5	-0.6
-941.5	-0.6
-940.5	-0.6
-939.5	-0.6
-938.5	-0.5
-937.5	-0.4
-936.5	-0.4
-935.5	-0.3
-934.5	-0.3
-933.5	-0.3
-932.5	-0.2
-931.5	-0.2
-930.5	-0.2
-929.5	-0.2
-928.5	-0.1
-927.5	0
-926.5	0.1
-925.5	0.2
-924.5	0.2
-923.5	0.3
-922.5	0.4
-921.5	0.5
-920.5	0.6
-919.5	0.6
-918.5	0.7
-917.5	0.8
-916.5	0.9
-915.5	1
-914.5	1
-913.5	1.1
-912.5	1.1
-911.5	1.2
-910.5	1.3
-909.5	1.3
-908.5	1.4
-907.5	1.5
-906.5	1.6
-905.5	1.7
-904.5	1.8
-903.5	2
-902.5	2.1
-901.5	2.3
-900.5	2.5
-899.5	2.7
-898.5	2.8
-897.5	3
-896.5	3.2
-895.5	3.3
-894.5	3.5
-893.5	3.6
-892.5	3.8
-891.5	3.9
-890.5	4
-889.5	4.1
-888.5	4.1
-887.5	4
-886.5	4
-885.5	4
-884.5	3.9
-883.5	3.7
-882.5	3.5
-881.5	3.4
-880.5	3.2
-879.5	3
-878.5	2.7
-877.5	2.5
-876.5	2.3
-875.5	2
-874.5	1.8
-873.5	1.6
-872.5	1.4
-871.5	1.2
-870.5	1
-869.5	0.8
-868.5	0.7
-867.5	0.6
-866.5	0.4
-865.5	0.3
-864.5	0.1
-863.5	0
-862.5	-0.1
-861.5	-0.3
-860.5	-0.4
-859.5	-0.6
-858.5	-0.7
-857.5	-0.8
-856.5	-0.9
-855.5	-0.9
-854.5	-1.1
-853.5	-1.1
-852.5	-1.2
-851.5	-1.4
-850.5	-1.4
-849.5	-1.5
-848.5	-1.5
-847.5	-1.5
-846.5	-1.5
-845.5	-1.5
-844.5	-1.4
-843.5	-1.4
-842.5	-1.2
-841.5	-1.1
-840.5	-1.1
-839.5	-0.9
-838.5	-0.8
-837.5	-0.8
-836.5	-0.6
-835.5	-0.6
-834.5	-0.4
-833.5	-0.2
-832.5	-0.1
-831.5	0.1
-830.5	0.3
-829.5	0.5
-828.5	0.6
-827.5	0.8
-826.5	0.9
-825.5	1
-824.5	1.1
-823.5	1.1
-822.5	1.1
-821.5	1.2
-820.5	1.2
-819.5	1.2
-818.5	1.3
-817.5	1.4
-816.5	1.4
-815.5	1.5
-814.5	1.6
-813.5	1.8
-812.5	1.9
-811.5	2.1
-810.5	2.3
-809.5	2.6
-808.5	2.9
-807.5	3.2
-806.5	3.6
-805.5	3.9
-804.5	4.3
-803.5	4.8
-802.5	5.3
-801.5	5.8
-800.5	6.3
-799.5	6.8
-798.5	7.3
-797.5	7.8
-796.5	8.4
-795.5	8.9
-794.5	9.4
-793.5	9.9
-792.5	10.4
-791.5	10.9
-790.5	11.4
-789.5	11.7
-788.5	12
-787.5	12.2
-786.5	12.5
-785.5	12.8
-784.5	12.9
-783.5	12.9
-782.5	12.9
-781.5	12.8
-780.5	12.8
-779.5	12.8
-778.5	12.8
-777.5	12.8
-776.5	12.7
-775.5	12.7
-774.5	12.8
-773.5	13
-772.5	13.2
-771.5	13.4
-770.5	13.6
-769.5	13.8
-768.5	14.1
-767.5	14.4
-766.5	14.7
-765.5	15
-764.5	15.2
-763.5	15.2
-762.5	15.3
-761.5	15.4
-760.5	15.5
-759.5	15.6
-758.5	15.6
-757.5	15.6
-756.5	15.6
-755.5	15.6
-754.5	15.7
-753.5	15.8
-752.5	15.9
-751.5	16.1
-750.5	16.2
-749.5	16.4
-748.5	16.5
-747.5	16.7
-746.5	16.9
-745.5	17
-744.5	17.1
-743.5	17.1
-742.5	17.1
-741.5	17.1
-740.5	17.1
-739.5	17.1
-738.5	17.1
-737.5	17.1
-736.5	17
-735.5	17
-734.5	17.1
-733.5	17.2
-732.5	17.3
-731.5	17.4
-730.5	17.5
-729.5	17.7
-728.5	17.8
-727.5	18
-726.5	18.2
-725.5	18.3
-724.5	18.3
-723.5	18.2
-722.5	18.1
-721.5	18
-720.5	17.9
-719.5	17.7
-718.5	17.5
-717.5	17.2
-716.5	17
-715.5	16.8
-714.5	16.6
-713.5	16.5
-712.5	16.3
-711.5	16.1
-710.5	16
-709.5	15.9
-708.5	15.8
-707.5	15.8
-706.5	15.7
-705.5	15.6
-704.5	15.6
-703.5	15.5
-702.5	15.5
-701.5	15.5
-700.5	15.4
-699.5	15.3
-698.5	15.2
-697.5	15.1
-696.5	15
-695.5	14.9
-694.5	14.6
-693.5	14.2
-692.5	13.8
-691.5	13.4
-690.5	13
-689.5	12.5
-688.5	11.9
-687.5	11.3
-686.5	10.7
-685.5	10.1
-684.5	9.5
-683.5	9
-682.5	8.4
-681.5	7.9
-680.5	7.4
-679.5	6.9
-678.5	6.5
-677.5	6
-676.5	5.6
-675.5	5.2
-674.5	5
-673.5	5.1
-672.5	5.1
-671.5	5.1
-670.5	5.2
-669.5	5.4
-668.5	5.7
-667.5	6.1
-666.5	6.5
-665.5	6.8
-664.5	7.2
-663.5	7.5
-662.5	7.8
-661.5	8.2
-660.5	8.5
-659.5	8.8
-658.5	9
-657.5	9.1
-656.5	9.3
-655.5	9.5
-654.5	9.4
-653.5	9.2
-652.5	8.8
-651.5	8.5
-650.5	8.2
-649.5	7.8
-648.5	7.3
-647.5	6.8
-646.5	6.3
-645.5	5.8
-644.5	5.4
-643.5	5
-642.5	4.7
-641.5	4.3
-640.5	3.9
-639.5	3.6
-638.5	3.2
-637.5	3
-636.5	2.7
-635.5	2.4
-634.5	2.1
-633.5	2
-632.5	1.8
-631.5	1.6
-630.5	1.5
-629.5	1.4
-628.5	1.3
-627.5	1.2
-626.5	1.1
-625.5	1
-624.5	1
-623.5	0.9
-622.5	0.8
-621.5	0.8
-620.5	0.7
-619.5	0.6
-618.5	0.5
-617.5	0.4
-616.5	0.3
-615.5	0.2
-614.5	0
-613.5	-0.3
-612.5	-0.6
-611.5	-0.8
-610.5	-1.1
-609.5	-1.3
-608.5	-1.6
-607.5	-1.9
-606.5	-2.1
-605.5	-2.4
-604.5	-2.6
-603.5	-2.8
-602.5	-3
-601.5	-3.1
-600.5	-3.3
-599.5	-3.4
-598.5	-3.5
-597.5	-3.5
-596.5	-3.5
-595.5	-3.6
-594.5	-3.6
-593.5	-3.5
-592.5	-3.4
-591.5	-3.2
-590.5	-3.1
-589.5	-3.1
-588.5	-3
-587.5	-2.9
-586.5	-2.8
-585.5	-2.7
-584.5	-2.8
-583.5	-2.9
-582.5	-3
-581.5	-3.2
-580.5	-3.3
-579.5	-3.5
-578.5	-3.8
-577.5	-4
-576.5	-4.2
-575.5	-4.5
-574.5	-4.7
-573.5	-4.8
-572.5	-4.9
-571.5	-5
-570.5	-5.1
-569.5	-5.2
-568.5	-5.3
-567.5	-5.4
-566.5	-5.5
-565.5	-5.6
-564.5	-5.6
-563.5	-5.8
-562.5	-5.8
-561.5	-5.9
-560.5	-6
-559.5	-6.1
-558.5	-6.2
-557.5	-6.2
-556.5	-6.3
-555.5	-6.4
-554.5	-6.4
-553.5	-6.4
-552.5	-6.4
-551.5	-6.4
-550.5	-6.4
-549.5	-6.3
-548.5	-6.2
-547.5	-6.1
-546.5	-6
-545.5	-5.9
-544.5	-5.7
-543.5	-5.4
-542.5	-5.1
-541.5	-4.8
-540.5	-4.5
-539.5	-4.3
-538.5	-4
-537.5	-3.8
-536.5	-3.5
-535.5	-3.2
-534.5	-3.1
-533.5	-3.2
-532.5	-3.2
-531.5	-3.3
-530.5	-3.4
-529.5	-3.5
-528.5	-3.7
-527.5	-4
-526.5	-4.2
-525.5	-4.4
-524.5	-4.5
-523.5	-4.6
-522.5	-4.7
-521.5	-4.8
-520.5	-4.9
-519.5	-4.9
-518.5	-5
-517.5	-5.1
-516.5	-5.1
-515.5	-5.2
